"종목별","항목","단위","2019 년","2020 년","2021 년","2022 년","2023 년",
"광산보안산업기사","실기접수[명]","명","21","10","8","5","6",
"광산보안산업기사","실기응시[명]","명","21","10","7","5","4",
"광산보안산업기사","실기합격[명]","명","7","3","6","0","0",
"광산보안산업기사","실기합격률[%]","%","33.33","30","85.71","0","0",
"기계","필기접수[명]","명","46324","43179","51444","46923","47231",
"기계","필기응시[명]","명","38034","35227","38948","34801","33159",
"기계","필기합격[명]","명","13144","12494","13888","9682","10224",
"기계","필기합격률[%]","%","34.56","35.47","35.66","27.82","30.83",
"기계","실기접수[명]","명","17819","16956","18618","14357","13459",
"기계","실기응시[명]","명","16299","15183","16782","12717","12185",
"기계","실기합격[명]","명","9165","9070","9790","7691","7292",
"기계","실기합격률[%]","%","56.23","59.74","58.34","60.48","59.84",
"기계제작","필기접수[명]","명","11203","9159","9857","8030","7840",
"기계제작","필기응시[명]","명","9337","7622","7606","6027","5595",
"기계제작","필기합격[명]","명","4143","3357","3201","2259","2151",
"기계제작","필기합격률[%]","%","44.37","44.04","42.09","37.48","38.45",
"기계제작","실기접수[명]","명","5328","4658","4532","3388","2792",
"기계제작","실기응시[명]","명","4594","3798","3576","2705","2298",
"기계제작","실기합격[명]","명","2678","2104","1725","1560","1406",
"기계제작","실기합격률[%]","%","58.29","55.4","48.24","57.67","61.18",
"기계조립산업기사","필기접수[명]","명","265","76","205","186","262",
"기계조립산업기사","필기응시[명]","명","210","65","135","135","186",
"기계조립산업기사","필기합격[명]","명","91","21","60","19","44",
"기계조립산업기사","필기합격률[%]","%","43.33","32.31","44.44","14.07","23.66",
"기계조립산업기사","실기접수[명]","명","278","61","87","18","31",
"기계조립산업기사","실기응시[명]","명","241","56","70","14","29",
"기계조립산업기사","실기합격[명]","명","155","41","32","6","19",
"기계조립산업기사","실기합격률[%]","%","64.32","73.21","45.71","42.86","65.52",
"컴퓨터응용가공산업기사","필기접수[명]","명","3777","2444","2562","2144","1985",
"컴퓨터응용가공산업기사","필기응시[명]","명","3284","2140","2141","1746","1564",
"컴퓨터응용가공산업기사","필기합격[명]","명","1458","921","862","909","815",
"컴퓨터응용가공산업기사","필기합격률[%]","%","44.4","43.04","40.26","52.06","52.11",
"컴퓨터응용가공산업기사","실기접수[명]","명","1774","1265","1130","1224","1083",
"컴퓨터응용가공산업기사","실기응시[명]","명","1648","1104","962","1057","908",
"컴퓨터응용가공산업기사","실기합격[명]","명","1046","635","422","554","547",
"컴퓨터응용가공산업기사","실기합격률[%]","%","63.47","57.52","43.87","52.41","60.24",
"기계설계산업기사","필기접수[명]","명","6672","6247","6591","5165","5026",
"기계설계산업기사","필기응시[명]","명","5418","5081","4952","3736","3420",
"기계설계산업기사","필기합격[명]","명","2333","2228","2116","1147","1087",
"기계설계산업기사","필기합격률[%]","%","43.06","43.85","42.73","30.7","31.78",
"기계설계산업기사","실기접수[명]","명","2994","3086","3116","1952","1460",
"기계설계산업기사","실기응시[명]","명","2449","2420","2361","1449","1154",
"기계설계산업기사","실기합격[명]","명","1342","1291","1142","861","670",
"기계설계산업기사","실기합격률[%]","%","54.8","53.35","48.37","59.42","58.06",
"치공구설계산업기사","필기접수[명]","명","33","20","28","","",
"치공구설계산업기사","필기응시[명]","명","26","15","19","","",
"치공구설계산업기사","필기합격[명]","명","18","12","7","","",
"치공구설계산업기사","필기합격률[%]","%","69.23","80","36.84","","",
"치공구설계산업기사","실기접수[명]","명","17","13","9","","",
"치공구설계산업기사","실기응시[명]","명","13","11","7","","",
"치공구설계산업기사","실기합격[명]","명","7","6","4","","",
"치공구설계산업기사","실기합격률[%]","%","53.85","54.55","57.14","","",
"정밀측정산업기사","필기접수[명]","명","456","372","471","535","567",
"정밀측정산업기사","필기응시[명]","명","399","321","359","410","425",
"정밀측정산업기사","필기합격[명]","명","243","175","156","184","205",
"정밀측정산업기사","필기합격률[%]","%","60.9","54.52","43.45","44.88","48.24",
"정밀측정산업기사","실기접수[명]","명","265","233","190","194","218",
"정밀측정산업기사","실기응시[명]","명","243","207","176","185","207",
"정밀측정산업기사","실기합격[명]","명","128","131","125","139","170",
"정밀측정산업기사","실기합격률[%]","%","52.67","63.29","71.02","75.14","82.13",
"기계장비설비.설치","필기접수[명]","명","18328","19265","25684","25501","28173",
"기계장비설비.설치","필기응시[명]","명","14499","15089","18636","18215","19224",
"기계장비설비.설치","필기합격[명]","명","5362","5552","6975","5089","5534",
"기계장비설비.설치","필기합격률[%]","%","36.98","36.8","37.43","27.94","28.79",
"기계장비설비.설치","실기접수[명]","명","6725","6887","8694","7293","7331",
"기계장비설비.설치","실기응시[명]","명","6336","6365","8142","6642","6805",
"기계장비설비.설치","실기합격[명]","명","3994","4123","5239","4151","4071",
"기계장비설비.설치","실기합격률[%]","%","63.04","64.78","64.35","62.5","59.82",
"농업기계산업기사","필기접수[명]","명","504","341","472","521","594",
"농업기계산업기사","필기응시[명]","명","402","268","353","396","422",
"농업기계산업기사","필기합격[명]","명","165","104","115","122","125",
"농업기계산업기사","필기합격률[%]","%","41.04","38.81","32.58","30.81","29.62",
"농업기계산업기사","실기접수[명]","명","172","136","146","143","151",
"농업기계산업기사","실기응시[명]","명","163","126","127","129","138",
"농업기계산업기사","실기합격[명]","명","114","89","58","91","110",
"농업기계산업기사","실기합격률[%]","%","69.94","70.63","45.67","70.54","79.71",
"생산자동화산업기사","필기접수[명]","명","1280","1148","1464","1504","1571",
"생산자동화산업기사","필기응시[명]","명","1099","932","1122","1138","1065",
"생산자동화산업기사","필기합격[명]","명","401","492","474","231","219",
"생산자동화산업기사","필기합격률[%]","%","36.49","52.79","42.25","20.3","20.56",
"생산자동화산업기사","실기접수[명]","명","493","568","484","274","220",
"생산자동화산업기사","실기응시[명]","명","434","458","386","205","175",
"생산자동화산업기사","실기합격[명]","명","219","193","183","114","76",
"생산자동화산업기사","실기합격률[%]","%","50.46","42.14","47.41","55.61","43.43",
"기계정비산업기사","필기접수[명]","명","7670","7502","7812","7340","8715",
"기계정비산업기사","필기응시[명]","명","6300","6220","5977","5493","6374",
"기계정비산업기사","필기합격[명]","명","2647","2547","2478","2240","2528",
"기계정비산업기사","필기합격률[%]","%","42.02","40.95","41.46","40.78","39.66",
"기계정비산업기사","실기접수[명]","명","3175","3006","3023","2737","3090",
"기계정비산업기사","실기응시[명]","명","2955","2777","2778","2406","2783",
"기계정비산업기사","실기합격[명]","명","2152","2025","2027","1671","1993",
"기계정비산업기사","실기합격률[%]","%","72.83","72.92","72.97","69.45","71.61",
"건설기계설비산업기사","필기접수[명]","명","138","172","272","231","145",
"건설기계설비산업기사","필기응시[명]","명","89","111","179","124","88",
"건설기계설비산업기사","필기합격[명]","명","28","57","82","34","27",
"건설기계설비산업기사","필기합격률[%]","%","31.46","51.35","45.81","27.42","30.68",
"건설기계설비산업기사","실기접수[명]","명","30","72","86","60","35",
"건설기계설비산업기사","실기응시[명]","명","27","58","72","49","29",
"건설기계설비산업기사","실기합격[명]","명","14","24","40","16","16",
"건설기계설비산업기사","실기합격률[%]","%","51.85","41.38","55.56","32.65","55.17",
"건설기계정비산업기사","필기접수[명]","명","772","739","968","808","878",
"건설기계정비산업기사","필기응시[명]","명","628","554","687","555","622",
"건설기계정비산업기사","필기합격[명]","명","233","234","279","213","196",
"건설기계정비산업기사","필기합격률[%]","%","37.1","42.24","40.61","38.38","31.51",
"건설기계정비산업기사","실기접수[명]","명","334","280","351","359","267",
"건설기계정비산업기사","실기응시[명]","명","293","237","323","324","233",
"건설기계정비산업기사","실기합격[명]","명","128","100","125","182","109",
"건설기계정비산업기사","실기합격률[%]","%","43.69","42.19","38.7","56.17","46.78",
"궤도장비정비산업기사","필기접수[명]","명","50","24","33","45","59",
"궤도장비정비산업기사","필기응시[명]","명","40","17","23","29","45",
"궤도장비정비산업기사","필기합격[명]","명","9","3","5","4","7",
"궤도장비정비산업기사","필기합격률[%]","%","22.5","17.65","21.74","13.79","15.56",
"궤도장비정비산업기사","실기접수[명]","명","8","1","0","1","9",
"궤도장비정비산업기사","실기응시[명]","명","8","1","0","1","8",
"궤도장비정비산업기사","실기합격[명]","명","4","0","0","0","4",
"궤도장비정비산업기사","실기합격률[%]","%","50","0","0","0","50",
"승강기산업기사","필기접수[명]","명","1484","1038","1335","1131","859",
"승강기산업기사","필기응시[명]","명","1141","776","951","782","557",
"승강기산업기사","필기합격[명]","명","312","143","215","158","81",
"승강기산업기사","필기합격률[%]","%","27.34","18.43","22.61","20.2","14.54",
"승강기산업기사","실기접수[명]","명","264","230","300","323","188",
"승강기산업기사","실기응시[명]","명","259","206","259","256","149",
"승강기산업기사","실기합격[명]","명","169","89","127","87","53",
"승강기산업기사","실기합격률[%]","%","65.25","43.2","49.03","33.98","35.57",
"공조냉동기계산업기사","필기접수[명]","명","6391","8285","13313","13921","15325",
"공조냉동기계산업기사","필기응시[명]","명","4765","6198","9333","9698","10032",
"공조냉동기계산업기사","필기합격[명]","명","1558","1968","3323","2087","2341",
"공조냉동기계산업기사","필기합격률[%]","%","32.7","31.75","35.6","21.52","23.34",
